index,endTime,artistName,trackName,msPlayed,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6785,2023-01-08 17:10,Weval,Rooftop Paradise,248727,1mLVZMngwWlzfHEPC7xRrv,0.592,0.868,7.0,-12.34,1.0,0.0496,0.298,0.634,0.0837,0.337,109.989,4.0
6786,2023-01-08 17:14,Nubiyan Twist,Permission,212961,3O88iInzjHhIwV3I4KFSvV,0.516,0.847,7.0,-6.157,1.0,0.254,0.354,4.88e-05,0.303,0.448,103.97,4.0
6794,2023-01-09 16:51,System96,Emerald,588,4TBhtNQ9yvvR8jzqpylHgK,0.816,0.51,9.0,-9.667,0.0,0.0496,0.0124,0.835,0.134,0.431,120.0,4.0
6796,2023-01-09 16:56,admo,Equinox,162500,78MK55UVcSHXWpNuT0I1bC,0.671,0.515,1.0,-16.738,1.0,0.0388,0.815,0.932,0.11,0.0984,105.001,4.0
6797,2023-01-09 16:59,DOOMROAR,Proxima Centauri,167549,7HKu0e4AnsshUOgX6yZeQx,0.76,0.323,0.0,-18.162,1.0,0.0649,0.524,0.928,0.0917,0.154,99.997,4.0
6798,2023-01-09 17:02,Division Street,Waves,173552,7GJ55JJAMgNFbebelrD4HI,0.497,0.812,7.0,-12.946,1.0,0.0311,0.344,0.88,0.108,0.0653,129.997,4.0
6801,2023-01-09 17:09,System96,Perception,2010,0qGEvMesB8AmNKvnL5ZT9v,0.703,0.491,9.0,-14.117,0.0,0.0409,0.0774,0.925,0.0824,0.0918,101.981,4.0
6804,2023-01-09 17:20,Lucy In Disguise,Level,247628,6Evyl86d7MevGkCRpOwMal,0.662,0.68,5.0,-10.365,1.0,0.038,0.228,0.881,0.129,0.073,95.012,4.0
6805,2023-01-09 17:23,System96,Division,196487,6SrGUKsspi6czQHnfa6S5B,0.762,0.499,5.0,-15.253,0.0,0.0696,0.0118,0.694,0.116,0.111,123.051,4.0
6806,2023-01-09 17:28,System96,Passage,96400,173P2fgfjs1oPbXRsjOwJG,0.741,0.489,1.0,-14.247,1.0,0.0765,0.128,0.866,0.0878,0.0849,107.999,4.0
6807,2023-01-09 17:30,Aphex Twin,Beetles,91106,2nHLDYwX62AQX4fru2EpVb,0.583,0.133,7.0,-14.76,0.0,0.0401,0.979,0.694,0.11,0.121,183.653,4.0
6808,2023-01-09 17:32,Aphex Twin,Girl Boy - Redruth Mix,100866,3rh8lvi8FkWnPfmqXcLHc1,0.602,0.871,7.0,-9.114,0.0,0.103,0.209,0.0582,0.477,0.529,159.872,4.0
6809,2023-01-09 17:33,Clark,Pleen 1930's,91200,6l7AD8Iq4O6ODIhPShX0cp,0.654,0.294,7.0,-14.977,0.0,0.0322,0.995,0.849,0.153,0.706,120.074,4.0
6810,2023-01-09 17:34,Bogdan Raczynski,Thinking Of You Thinking Of Me,59266,7fZyvqMiAR2Mvuys7ehQPD,0.427,0.306,7.0,-15.619,1.0,0.0331,0.958,0.944,0.153,0.177,88.062,4.0
6811,2023-01-09 17:37,Black Moth Super Rainbow,Rollerdisco,154893,4UQu1hlHZ2sholRRtEUPPH,0.599,0.928,4.0,-5.266,0.0,0.0374,0.82,0.943,0.105,0.281,111.963,4.0
6814,2023-01-09 17:49,Casino Versus Japan,Tryptiline Fabricate,71640,3ZWvRhhY9ZOMIxUhuuzbII,0.571,0.692,1.0,-12.38,1.0,0.0549,0.508,0.865,0.279,0.319,120.041,3.0
6815,2023-01-09 17:50,Boards of Canada,Wildlife Analysis,75626,1XZdwzd8DTDvkjVc0eJ9BI,0.155,0.0204,4.0,-31.212,0.0,0.0462,0.995,0.936,0.139,0.278,79.755,4.0
6816,2023-01-09 17:51,Susumu Yokota,Kirakiraboshi,67100,3cmnCQ0h8Ae90Xbn85VmZY,0.406,0.331,1.0,-18.495,1.0,0.0294,0.933,0.952,0.386,0.122,103.711,1.0
6820,2023-01-09 18:41,Desire,54321,384321,1HICQphXvKm6oGfQP1lKOR,0.809,0.86,8.0,-7.052,0.0,0.0518,0.0121,0.913,0.0942,0.0346,124.164,4.0
6821,2023-01-09 18:42,Desire,Under Your Spell,6663,6TYIgFraR1ZkWrmBECTksz,0.705,0.103,5.0,-19.277,1.0,0.0469,0.751,0.943,0.0983,0.0391,110.01,4.0
6822,2023-01-09 19:16,Desire,Can't Get You Out Of My Head,387631,ID not found,,,,,,,,,,,,
6823,2023-01-09 19:20,Desire,Don't Call,274924,ID not found,,,,,,,,,,,,
6825,2023-01-09 19:51,Desire,Black Latex (Oliver & Surrender! Remix),18310,3diGG54GtKUwWYmqs6T03M,0.755,0.523,1.0,-8.667,1.0,0.0639,0.0777,0.791,0.257,0.318,97.503,4.0
6850,2023-01-10 20:25,Hart & Neenan,Around The Corner,191600,6ilgzHVxDeBvNhiO6ciY3r,0.821,0.941,9.0,-8.5,1.0,0.0721,0.0264,0.778,0.0594,0.832,129.963,4.0
6851,2023-01-10 20:34,The Organism,In Touch,494048,2HOzDT0oQL6Z4YyoF5pUtF,0.623,0.516,2.0,-12.115,1.0,0.0737,0.00288,0.914,0.0776,0.383,120.997,4.0
6852,2023-01-10 20:38,Brigado Crew,Time Moves On - Doctor Dru Remix,234193,4B3RSBNurrYc9rjz3S8lRn,0.712,0.729,5.0,-8.352,0.0,0.0642,9.57e-05,0.91,0.0967,0.694,124.006,4.0
6853,2023-01-10 20:41,Tomy Wahl,Matka,2576,0p6PpE8jYE85OwULXmP3M8,0.777,0.495,0.0,-12.139,1.0,0.0687,0.114,0.873,0.0954,0.427,123.003,4.0
6854,2023-01-10 20:41,The Organism,Dioxide,184395,2zlgscFCNcoNmxiQl5WORj,0.775,0.935,11.0,-8.75,0.0,0.0491,0.00788,0.905,0.112,0.0469,120.009,4.0
6870,2023-01-10 22:40,Tal Fussman,Burning Bridges,320280,1sa0eORqVlAuDbwSr2mvWw,0.776,0.516,8.0,-6.401,1.0,0.0775,0.0112,0.841,0.0687,0.628,119.998,4.0
6871,2023-01-10 22:43,Sharam Jey,"Last Dance - Xandl, DJ Hepri Remix",195737,34zvapriUAOJBexVgQxqOX,0.756,0.936,7.0,-6.233,1.0,0.0443,0.038,0.923,0.0666,0.471,121.995,4.0
6872,2023-01-10 22:46,The Organism,Gypsy,188842,7CcD20TfJoitwz5waSNwgL,0.8,0.852,2.0,-8.047,1.0,0.0478,0.00032,0.843,0.0562,0.305,122.015,4.0
6873,2023-01-10 22:52,Tunnelvisions,Test Tone Control,314894,24WTaptxyciL36c3z5O6dN,0.644,0.633,2.0,-7.908,0.0,0.0412,0.00023,0.849,0.0655,0.363,124.007,3.0
6875,2023-01-10 23:03,Benjamin Fröhlich,Dream City - Zombies in Miami Remix,421869,2dhBOjueJ7GWw8U3kbNC7r,0.717,0.865,8.0,-9.434,1.0,0.0464,0.00935,0.74,0.073,0.396,121.007,4.0
6876,2023-01-10 23:08,Moscoman,Myths Still Exist (OMRI. Remix),295001,1CMamSsujIWoeGpDjj5lHE,0.798,0.504,7.0,-11.2,1.0,0.0572,0.000362,0.882,0.063,0.291,120.003,4.0
6877,2023-01-10 23:28,Brothers In Lows,Peace - HIGHLITE Remix,49487,43IgBcnMZ3JwtoozRTXH50,0.786,0.894,0.0,-7.99,0.0,0.0671,0.000875,0.673,0.0738,0.392,118.005,4.0
6892,2023-01-12 16:15,Nu,Who Loves The Sun feat. Jo.Ke - Edit,189628,4tkLJ9XxNRQ2a9dERLUcLL,0.983,0.476,6.0,-10.169,1.0,0.087,0.0574,0.465,0.24,0.569,120.004,4.0
6893,2023-01-12 16:19,Billy Bahama,Pacific,6971,1A3Yg4aeKg41OnMeZ2HSlx,0.74,0.473,9.0,-20.721,0.0,0.0926,0.276,0.833,0.105,0.443,102.996,4.0
6894,2023-01-12 16:19,French 79,Lovin' Feeling,204933,3gbMCpRlMl9wb7px8zhNrc,0.806,0.617,8.0,-7.833,1.0,0.0388,0.00901,0.74,0.0865,0.484,100.0,4.0
6895,2023-01-12 16:22,Nu,Who Loves The Sun feat. Jo.Ke - Acid Pauli Let It Be Naked Remix Edit,230007,4tkLJ9XxNRQ2a9dERLUcLL,0.983,0.476,6.0,-10.169,1.0,0.087,0.0574,0.465,0.24,0.569,120.004,4.0
6896,2023-01-12 16:44,Thornato,Eight Year Rebound,60172,6N4qNAxcXGOtnGfaTGzNSV,0.845,0.622,9.0,-10.119,0.0,0.0466,0.17,0.784,0.0854,0.403,106.977,4.0
6897,2023-01-12 17:43,Jo.Ke,Who Loves The Sun - Acid Pauli Let It Be Naked Remix,18867,60uoG4uOYsCTbM9nrKStmy,0.972,0.48,6.0,-10.226,1.0,0.142,0.143,0.232,0.206,0.556,120.018,4.0
6907,2023-01-12 18:45,Danito & Athina,Hypnos - Innellea's Highway to Hypnosis Remix,5360,2aA3T5XfkXScVRk8NxpIjX,0.758,0.563,2.0,-11.576,1.0,0.0446,0.101,0.915,0.12,0.13,119.004,4.0
6929,2023-01-13 20:03,Nathaniel Wyvern,Infiltrators,100300,73O7BfMs757aRiVNCu9GTj,0.587,0.639,9.0,-12.804,0.0,0.0374,0.315,0.894,0.336,0.137,128.006,4.0
6930,2023-01-13 20:53,Mexican Institute Of Sound,La Luna de Noviembre,162338,1yrhGzUmd2KECyMinys9Fj,0.53,0.817,4.0,-6.312,0.0,0.0341,0.0357,0.00535,0.295,0.868,88.144,4.0
6931,2023-01-13 20:56,Satori,Sherazade And Her Never Ending Stories,222168,39mguLvGbxNr8Zb8bblLzs,0.278,0.287,4.0,-15.871,0.0,0.0503,0.312,0.453,0.14,0.0308,90.959,4.0
6932,2023-01-13 21:00,Feu! Chatterton,La Malinche,236533,1m0VhCjfqRal5e11Ill3fM,0.637,0.701,9.0,-5.57,0.0,0.0389,0.101,2.02e-05,0.135,0.319,125.924,4.0
6933,2023-01-13 21:04,Chancha Via Circuito,Ese peso,227258,2tofdJAMwJPAyVhKenW7yn,0.716,0.559,7.0,-9.762,1.0,0.0468,0.462,0.0313,0.08,0.591,90.002,4.0
6934,2023-01-13 21:09,Pau y Amigos,Fiesta Permanente,280853,4njYWpW9OW3gmWJsP6EpXM,0.607,0.877,1.0,-6.287,1.0,0.053,0.0706,0.573,0.11,0.653,129.979,4.0
6935,2023-01-13 21:13,PAUZA,Caliente,249381,0sNv4LU8vQfPV5HvhjfP1n,0.812,0.778,2.0,-14.695,1.0,0.0446,0.494,0.93,0.103,0.279,119.999,4.0
6936,2023-01-13 21:17,Café Tacvba,Eres,267600,6Z6OmAx0bj6RNdlp0Ta8WT,0.583,0.731,9.0,-6.18,0.0,0.0271,0.0107,0.0136,0.238,0.446,149.987,4.0
6937,2023-01-13 21:18,Dead Can Dance,The Carnival Is Over,11526,6aRlWnsYkGHvZ9bN5OEs1m,0.473,0.341,3.0,-11.376,1.0,0.0283,0.717,6.16e-06,0.267,0.172,148.902,4.0
6940,2023-01-13 21:22,Polo & Pan,Mexicali,4614,245lzgTwfV7cR0iQTTElol,0.706,0.741,7.0,-8.718,1.0,0.0403,0.00437,0.757,0.569,0.208,121.006,4.0
6941,2023-01-13 21:28,Zoé,Luna - En Vivo,280400,1GeU0Dkir7lqYN2QZR3HaS,0.216,0.461,9.0,-9.34,0.0,0.0313,0.136,0.000575,0.754,0.149,180.012,3.0
6942,2023-01-13 21:29,L'Impératrice,Sonate Pacifique,42465,ID not found,,,,,,,,,,,,
6943,2023-01-13 21:48,Zoé,Soñé - En Vivo,136580,4DiHAlk24nGnFyuC3LcfeQ,0.634,0.472,2.0,-7.541,1.0,0.0264,0.141,0.0115,0.993,0.535,83.007,4.0
6945,2023-01-13 21:58,RY X,Thunder,200000,1toxyY85crmYbLgPrZ20Rm,0.253,0.161,7.0,-16.756,0.0,0.0375,0.811,0.0134,0.116,0.149,53.143,5.0
6946,2023-01-13 22:03,L'Impératrice,Voodoo?,255746,ID not found,,,,,,,,,,,,
6947,2023-01-13 22:10,C.W. Stoneking,Mama Got The Blues,139020,1SkiKLnJdtgz8llAQaAnzx,0.758,0.228,10.0,-15.088,0.0,0.0411,0.963,0.525,0.131,0.303,98.26,4.0
6948,2023-01-13 22:15,Reyno,Pacífico,266586,4hUZfUnbd58bghphz68NKk,0.407,0.735,5.0,-6.535,1.0,0.0279,0.0178,0.00627,0.875,0.387,90.323,4.0
6949,2023-01-13 22:16,Elderbrook,Inner Light,69280,0luVePRe2Z1wnYxULh5LGh,0.662,0.733,6.0,-9.493,0.0,0.0368,0.0341,0.895,0.108,0.456,125.984,4.0
6950,2023-01-13 22:19,Dengue Dengue Dengue,Serpiente Dorada,189569,1lAwqRBdQOnGltiX0oNm9I,0.819,0.61,0.0,-5.088,1.0,0.0607,0.00498,0.321,0.0943,0.482,160.048,4.0
6952,2023-01-13 22:39,Porter,La China,35792,18MmvnA5US3O5L7Rkf2Bzn,0.478,0.536,4.0,-8.555,1.0,0.0327,0.41,0.692,0.111,0.148,126.931,4.0
6958,2023-01-13 22:50,OMFO,Gutusl Electro,27863,2mu7lfE0yg0b4pXYiZchpr,0.483,0.727,0.0,-7.719,1.0,0.0409,0.018,0.682,0.114,0.725,88.933,4.0
6959,2023-01-13 22:50,El Remolón,Basta Ya (feat. Lido Pimienta) - Todos Somos Inmigrantes,267772,2tpfNbDJAuHazC7Wgjc7y0,0.81,0.551,9.0,-5.218,0.0,0.0474,0.0478,0.000844,0.0659,0.89,134.004,4.0
6960,2023-01-13 22:50,Nu,Palomita,10190,1F8XwoshXRleYziRrMa0mL,0.789,0.271,11.0,-16.698,0.0,0.0638,0.00711,0.000721,0.0671,0.415,93.746,4.0
6961,2023-01-13 22:50,El Columpio Asesino,Toro (Andre VII Remix),10743,3cHL54Y1lWdRyFeew0D6Ku,0.772,0.848,11.0,-6.142,0.0,0.0466,0.00386,0.183,0.0959,0.115,129.008,4.0
6965,2023-01-13 23:04,Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),213671,5GK1GYXH16RdfmltogHhAk,0.58,0.908,4.0,-5.303,1.0,0.0341,0.000335,4.84e-05,0.087,0.427,115.016,4.0
6966,2023-01-13 23:07,Coldplay,Don't Panic,136866,ID not found,,,,,,,,,,,,
6977,2023-01-14 20:31,Dirty Vegas,Days Go By,432146,7lmbOMFJgZ4vWOvj9hebEV,0.499,0.388,9.0,-9.063,0.0,0.027,0.646,2.61e-06,0.093,0.129,97.038,4.0
6985,2023-01-14 21:01,Dua Lipa,Levitating,203807,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,4.0
6986,2023-01-14 21:02,Dua Lipa,Pretty Please,32058,6boViHmG6c8ubzxTvcMoJY,0.906,0.474,1.0,-6.124,1.0,0.194,0.0311,5.5e-06,0.286,0.656,106.976,4.0
6992,2023-01-14 21:22,Capital Cities,Kangaroo Court,223186,1rHheJ3JeiieKAprcWDAeq,0.76,0.58,5.0,-5.079,0.0,0.0389,0.00723,0.000667,0.0304,0.975,99.979,4.0
6993,2023-01-14 21:26,Duke Dumont,Ocean Drive,206320,73q0ko2rfnR5PKLPJiStlf,0.67,0.776,8.0,-4.091,0.0,0.047,0.00388,0.000189,0.122,0.624,115.034,4.0
6996,2023-01-14 21:40,FEATHERED SUN,Miraflores,332770,2dHP9EkRq46gBdMjbgcRLj,0.689,0.286,11.0,-13.405,0.0,0.0601,0.837,0.715,0.0767,0.139,154.022,4.0
6997,2023-01-14 21:44,of Montreal,Wraith Pinned to the Mist and Other Games,255613,6VOIWDGk4eR5wCw40Yb8x0,0.837,0.566,7.0,-10.219,0.0,0.0441,0.00526,0.0031,0.0651,0.957,121.989,4.0
6998,2023-01-14 21:50,Lemon Mint,Transparent,358283,4TRnut5QGDNkbJKMTxNXIb,0.768,0.449,10.0,-11.983,1.0,0.0762,0.0117,0.849,0.108,0.417,100.018,4.0
6999,2023-01-14 21:57,Nicolas Jaar,El Bandido,397242,0YQznyH9mJn6UTwWFHqy4b,0.859,0.399,1.0,-11.089,1.0,0.0451,0.155,0.388,0.0999,0.254,124.009,4.0
7000,2023-01-14 22:02,Nodes,Sinú,341621,3qtKG3CgbZrmMrmPjNk1N6,0.948,0.239,10.0,-16.595,1.0,0.344,0.723,0.394,0.0501,0.625,129.998,4.0
7001,2023-01-14 22:08,Flavien Berger,Les contremplations,352830,5keJ0QZNThDPQvrx3lh8d0,0.526,0.506,10.0,-8.627,1.0,0.0291,0.55,0.689,0.335,0.0565,80.069,4.0
7002,2023-01-14 22:14,Uji,Sin darle motivo - Derrok Remix,328602,0pOy8zLbOSbIjVRxm4oqPP,0.814,0.336,11.0,-14.021,0.0,0.316,0.137,0.000831,0.0639,0.399,170.12,4.0
7009,2023-01-14 22:50,Thornato,Welwyn,328000,5kIvrAWHqbqslgM7DS2RrT,0.906,0.603,9.0,-8.966,0.0,0.0648,0.106,0.914,0.072,0.221,120.02,4.0
7010,2023-01-14 22:59,Umoja,La Piragua,508984,0koOGBhhxQimkTxfRTnRtT,0.819,0.519,9.0,-7.846,0.0,0.0897,0.00155,0.898,0.0408,0.43,110.007,4.0
7012,2023-01-14 23:10,Tayko,Garúa (Sabor a Querer),222000,39jlkB93dZvtx8RG0Zkhdc,0.715,0.366,4.0,-12.214,0.0,0.109,0.937,0.000131,0.0954,0.388,110.058,4.0
7013,2023-01-14 23:14,El Búho,Mañana Tepotzlan,240000,0VusRPgveKAqVuCMKScGWp,0.61,0.549,10.0,-8.981,1.0,0.275,0.26,1.77e-06,0.141,0.381,79.999,4.0
7014,2023-01-14 23:18,La Femme,Hypsoline,196106,4S3w2gVRNnLlbpKlwJTcfj,0.619,0.784,11.0,-5.742,0.0,0.0436,0.0298,0.00711,0.108,0.444,119.985,4.0
7015,2023-01-14 23:22,Iseo & Dodosound,Freedom (feat. Ras Telford),249230,3SzpESUOkubkzeex0CVeUc,0.723,0.356,10.0,-12.392,1.0,0.0359,0.0511,0.0452,0.0944,0.304,77.997,4.0
7016,2023-01-14 23:31,Monstruos del Mañana,Mpanga,567480,4OjQuFU6PabY7RytA5OnSJ,0.584,0.634,1.0,-10.855,1.0,0.0661,0.257,0.386,0.137,0.503,175.013,3.0
7017,2023-01-14 23:37,Bob Moses,I Ain't Gonna Be The First To Cry,339845,0YGyEBcyQthbRsiiuSpbBw,0.765,0.428,10.0,-10.739,0.0,0.0382,0.105,0.659,0.17,0.289,101.01,4.0
7018,2023-01-14 23:40,Chalart58,In a Bubble,200000,2LnGEiR4NgsutwHfkp6hGC,0.897,0.697,4.0,-6.166,0.0,0.0635,0.275,8.43e-05,0.297,0.694,120.031,4.0
7023,2023-01-15 00:02,Amsterdam Klezmer Band,Pluk a Dub - Remix produced by M. Cornelisse,414813,7orTha1mfwI28h6ZVKCNru,0.808,0.512,2.0,-10.051,1.0,0.033,0.00157,0.824,0.83,0.645,127.202,4.0
7024,2023-01-15 00:07,Chancha Via Circuito,Dancehall,323220,0pMPoPbp2UOMHn2atAo3BU,0.649,0.843,10.0,-6.498,0.0,0.101,0.000746,0.898,0.0927,0.4,196.006,4.0
7025,2023-01-15 00:13,Amsterdam Klezmer Band,Sadagora Hot Dub - Remixed by Shantel,311986,7fFmCY0oKj19hukBasKCFu,0.788,0.727,9.0,-6.803,1.0,0.0658,0.151,0.629,0.267,0.78,99.979,4.0
7027,2023-01-15 00:32,Balkan Beat Box,Dancing With the Moon,169853,5CsISFOZiouZ34JZZULlTa,0.834,0.613,6.0,-8.831,1.0,0.0735,0.0119,0.000281,0.271,0.925,143.029,4.0
7028,2023-01-15 00:46,Novalima,Macaco - Novalima Remix,225426,7GZY4oiuoXyhW7e0n02tXG,0.807,0.819,2.0,-6.824,1.0,0.0863,0.134,0.0339,0.388,0.695,112.018,4.0
7029,2023-01-15 00:50,Panda Dub,I'm in the Mood,265247,ID not found,,,,,,,,,,,,
7030,2023-01-15 00:58,Satori,Ikyadarh,391160,5qnXe1eOeHktrNnQplUImU,0.773,0.556,2.0,-9.746,0.0,0.0632,0.51,0.531,0.116,0.385,94.006,4.0
7031,2023-01-15 01:03,Balkan Beat Box,Sunday Arak (feat. Dana Leong),307693,4SWXfbpRewTTPHsQBdkseJ,0.83,0.833,6.0,-6.694,0.0,0.0527,0.0436,0.38,0.567,0.916,99.999,4.0
7032,2023-01-15 01:09,Rodrigo Gallardo,Minero - M.RUX Remix,352651,7Irm4kOZ1ekAxCYVRQBFiJ,0.83,0.451,11.0,-11.089,0.0,0.124,0.13,0.609,0.121,0.261,97.994,4.0
7033,2023-01-15 01:12,Dengue Dengue Dengue,Simiolo,199206,4sMYc0dq5RbY43mlsU63XP,0.68,0.76,6.0,-5.12,0.0,0.161,0.00379,0.914,0.0865,0.923,168.914,4.0
7035,2023-01-15 01:17,Alì Farahani,Younan,237308,3TXgikoo9bdg4wXDrrsey6,0.849,0.545,11.0,-11.26,0.0,0.051,0.018,0.873,0.0723,0.359,107.998,4.0
7036,2023-01-15 01:21,El Búho,Corazón de Rubí,195107,6GSM34cKXGclf8EYzjHmxj,0.422,0.335,11.0,-15.56,0.0,0.0355,0.792,0.262,0.0848,0.645,132.033,3.0
7039,2023-01-15 01:29,Gustavo Cerati,Puente,114880,6gwaa6ElIixNTvu6RwkMyo,0.444,0.471,10.0,-9.107,1.0,0.0322,0.00161,0.00159,0.14,0.205,76.335,4.0
7040,2023-01-15 01:30,Shakira,Las de la Intuición,17560,4Qev3Ry0icPS1knC4vQD2A,0.647,0.874,5.0,-4.109,1.0,0.0312,0.0105,0.0518,0.987,0.613,129.993,4.0
7041,2023-01-15 01:31,Belanova,Rosa Pastel,26294,3mU0DbuWtUX5KCaovOQZVK,0.813,0.609,11.0,-6.958,0.0,0.0314,0.0277,0.0211,0.334,0.614,127.999,4.0
7042,2023-01-15 01:32,Shakira,Loba,20350,1fPCGREltHJuV3axEPydLp,0.853,0.706,7.0,-7.598,1.0,0.0451,0.403,0.046,0.0751,0.778,121.991,4.0
7043,2023-01-15 01:33,Britney Spears,Toxic,29315,7rAPzNh1CiUKIQwpDsHs1l,0.564,0.896,8.0,-7.643,1.0,0.0331,4.03e-05,0.399,0.362,0.843,135.022,4.0
7044,2023-01-15 01:34,Britney Spears,Gimme More,24080,49U9KU9X8sfm0CXEUjkbx4,0.896,0.752,4.0,-6.042,0.0,0.27,0.0117,0.00102,0.0421,0.709,120.02,4.0
7045,2023-01-15 01:35,Madonna,Hung Up,21680,6BbnvE0RnTyTcRgADr5Dco,0.64,0.646,9.0,-7.572,0.0,0.0497,0.00364,0.165,0.0912,0.415,124.992,4.0
7046,2023-01-15 01:39,Shakira,Hips Don't Lie (feat. Wyclef Jean),23980,7BDZFvMulShiWGLYkaYgbS,0.775,0.821,10.0,-6.121,0.0,0.0676,0.309,0.0,0.403,0.763,100.032,4.0
7047,2023-01-15 01:41,Belanova,Por Ti,15797,5eub00UEBzxWVlVi2bhapx,0.647,0.629,7.0,-7.335,1.0,0.0282,0.00114,0.0112,0.11,0.474,137.971,4.0
7048,2023-01-15 01:42,Los Felinos,No Rompas Más Mi Pobre Corazón,20077,1QgvP14H1KamX4AFBt2VWP,0.772,0.85,4.0,-6.294,1.0,0.0355,0.226,0.0,0.0703,0.772,122.657,4.0
7049,2023-01-15 01:47,Cómplices,El Baile del Sapito,21460,0KDRBPar8trGwTXP2Z9zEN,0.876,0.949,7.0,-3.3,1.0,0.0517,0.0762,0.0,0.143,0.968,144.038,4.0
7050,2023-01-15 01:49,Maria Daniela Y Su Sonido Lasser,Duri Duri,20837,6MC3qyQUtFaCNB6YRTb3iQ,0.688,0.9,0.0,-5.434,1.0,0.0302,0.00391,0.835,0.237,0.848,135.015,4.0
7055,2023-01-15 21:41,MONTTEGO,A festival love,37296,3n08gyoaW0I0kA7XztKkFG,0.698,0.694,9.0,-9.767,0.0,0.0321,0.0709,0.908,0.107,0.124,119.995,4.0
7077,2023-01-16 04:34,Dengue Dengue Dengue,Dumbia Murdahs,194949,3TBBVNVU1bltp5q7f43uKy,0.886,0.67,1.0,-6.152,0.0,0.13,0.00782,0.211,0.32,0.448,139.93,4.0
7079,2023-01-16 04:43,Vendredi sur Mer,La femme à la peau bleue,206546,3t9AQbyfGnVbe3xuTg9PEX,0.673,0.557,11.0,-6.645,0.0,0.0446,0.502,0.519,0.369,0.282,99.972,4.0
7087,2023-01-16 05:56,Woods,Love Is Love,8760,6hRqDeR4RC3aTulpTKsE3x,0.535,0.517,11.0,-10.804,0.0,0.0357,0.129,0.000468,0.139,0.805,110.107,4.0
7133,2023-01-16 22:17,Télépopmusik,Breathe,282240,7FHx5qvlbu5VeABLSGuLAX,0.727,0.66,1.0,-12.566,1.0,0.0397,0.251,0.000661,0.108,0.527,115.993,4.0
7176,2023-01-17 03:16,KAS:ST,11.11 - Deepbass Remix,9041,4Od0LGRZLfB4eudP03AU1m,0.625,0.704,1.0,-13.74,1.0,0.0412,0.0526,0.888,0.154,0.0867,126.996,4.0
7179,2023-01-17 03:23,Faithless,Gains (feat. Suli Breaks),207106,00mHuXu8XTVZxYMjiiyDcG,0.738,0.718,10.0,-13.256,0.0,0.0483,0.00075,0.875,0.0828,0.372,128.009,4.0
7182,2023-01-17 03:40,Naone,X-TDB133,421371,5UHNjyYtwz6s0LMAWTUAou,0.688,0.741,1.0,-9.158,0.0,0.0412,0.12,0.885,0.115,0.0818,130.022,4.0
7185,2023-01-17 04:07,Sterac,Asphyx,594937,0WBTXq0NFNTd3iD4wNvmB3,0.778,0.608,5.0,-13.021,0.0,0.0468,0.000179,0.905,0.0813,0.377,133.872,4.0
7186,2023-01-17 04:15,AWEN,In Your Eyes,459493,0jx3FYZStPzX1FIMDRjlTt,0.735,0.731,1.0,-13.833,1.0,0.0483,0.0466,0.75,0.102,0.542,118.007,4.0
7187,2023-01-17 04:16,Glass Cristina,Kings of Nowhere,103332,1BoUHXwAaeec7zkhXCVyWI,0.75,0.698,7.0,-7.168,0.0,0.0608,0.131,0.424,0.349,0.468,118.028,4.0
7188,2023-01-17 04:19,Trance Wax,Beul Un Latha,172096,6ccpzpJzVqIM5FCadfPQll,0.675,0.96,2.0,-8.567,1.0,0.0411,0.0302,0.878,0.0924,0.0805,121.998,4.0
7190,2023-01-17 04:21,Chaos In The CBD,Brainstorm,47478,6AgDlRgv1epGD2ctb0NWU0,0.723,0.71,9.0,-10.489,1.0,0.0451,0.121,0.874,0.103,0.68,129.99,4.0
7192,2023-01-17 04:26,Grum,Lose Control,118117,4eHR0cCkao27phzJIofzkp,0.573,0.805,2.0,-8.031,0.0,0.0578,0.0021,0.00614,0.457,0.429,129.206,4.0
7195,2023-01-17 04:40,Helen,Witch - Vocal Version,214816,2Dp5sUK18dJxj7VIM6Mxca,0.754,0.808,10.0,-11.029,0.0,0.0679,0.0692,0.685,0.102,0.849,120.454,3.0
7196,2023-01-17 04:44,Louis La Roche,All I Had,218412,0SDlfmgyy5BA8emXyl6UzZ,0.626,0.625,4.0,-10.599,0.0,0.0316,0.0477,0.658,0.0825,0.54,100.002,4.0
7197,2023-01-17 04:49,The Golden Filter,Cover My Eyes & Spread My Legs,305111,03YE56p8PEC9Yi7GwRoZNn,0.798,0.499,9.0,-8.139,0.0,0.0537,0.125,0.592,0.0904,0.505,108.017,4.0
7198,2023-01-17 04:54,STRFKR,Golden Light,283053,0X7QCtwrS3oBZ5O6LmRmDC,0.72,0.548,1.0,-11.05,0.0,0.0384,0.012,0.913,0.0578,0.754,104.005,4.0
7200,2023-01-17 05:03,Pilotpriest,Archive Seven,344470,5q9o521FdgonxiKsvAFIPJ,0.512,0.688,1.0,-5.578,0.0,0.0382,0.00184,0.932,0.118,0.387,170.017,4.0
