endTime,artistName,trackName,msPlayed,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2022-12-10 06:57,Massimiliano Pagliara,Blue Eyes,67346,7fVmuHYUd7L3aaANhzhkvr,0.709,0.793,1.0,-7.773,1.0,0.04,0.000119,0.891,0.102,0.442,122.994,4.0
2022-12-10 07:01,Buscabulla,Tártaro,223482,0gH3JQ2qEulnQXmw8ig5U5,0.647,0.714,2.0,-9.871,0.0,0.0747,0.00831,0.127,0.161,0.421,110.031,4.0
2022-12-10 07:20,The Weeknd,Can't Feel My Face,155875,ID not found,,,,,,,,,,,,
2022-12-10 15:42,Carbon Based Lifeforms,Dodecahedron,719864,1ubTV0iQie5lGLr0B2yUmf,0.43,0.552,7.0,-10.027,1.0,0.0478,0.77,0.879,0.0741,0.135,168.038,4.0
2022-12-10 15:46,Jamie xx,Gosh,291018,4mlZurguzNJior9siewA8C,0.752,0.459,10.0,-12.285,0.0,0.0692,0.017,0.784,0.0918,0.38,139.45,4.0
2022-12-10 15:59,The 1975,Somebody Else,65467,5tK8PWnE6m9rm5LGx7Zn6v,0.461,0.918,0.0,-8.382,1.0,0.245,0.0998,0.00299,0.96,0.422,104.916,4.0
2022-12-11 04:15,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-11 04:21,Brigado Crew,I Can't Explain,359702,2y4GrNejqXdH5feBhG8Tgr,0.789,0.89,0.0,-7.943,0.0,0.0687,0.000325,0.901,0.0551,0.397,120.006,4.0
2022-12-11 04:26,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-11 04:36,Layton Giordani,Memory Fragment,8614,4a2lKFw7TWG3BWKfG1vZ2M,0.723,0.853,11.0,-6.143,0.0,0.0387,0.000118,0.908,0.0313,0.399,123.0,4.0
2022-12-11 17:40,queniv,No Reply - Original mix,8923,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-12 00:21,Lo Straqen,isola,170640,4NIZDrq5K0SWbWYIY7ytf6,0.712,0.75,1.0,-7.213,1.0,0.0537,0.0217,0.826,0.12,0.701,132.999,4.0
2022-12-12 04:25,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-12 04:29,The xx,On Hold,224133,5NjLgnYWndRyJvj0OI8Bkv,0.707,0.566,0.0,-12.281,1.0,0.0405,0.202,0.777,0.0957,0.0382,125.003,4.0
2022-12-12 04:32,Jerry Folk,Futura,206915,6MCojEamGcokjZPWOEgbbN,0.915,0.46,9.0,-9.564,0.0,0.057,0.388,0.109,0.258,0.395,115.989,4.0
2022-12-12 04:46,Equinoxious,Astrónomo Insumiso,221216,4jAvNrbowuSgqta1xr3Crc,0.488,0.962,11.0,-5.538,0.0,0.0689,0.000327,0.237,0.171,0.345,175.012,4.0
2022-12-12 12:25,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-12 12:29,Slow Magic,Girls,271000,6SJKALzxATHf3pDM7COYcz,0.508,0.676,8.0,-9.33,1.0,0.177,0.000141,0.797,0.103,0.574,109.985,4.0
2022-12-12 12:30,Eric Prydz,We Are Mirage,54472,6mTnH6xSYwKohtsO9RFzcc,0.556,0.792,4.0,-6.723,0.0,0.0361,0.000521,0.75,0.494,0.0871,127.956,4.0
2022-12-12 12:39,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,510683,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-12 12:42,Shlømo,Napalm - Kas:st & Räar Remix,159039,6QzEMWCtylKhAf7ysFpBEI,0.607,0.962,7.0,-8.051,1.0,0.109,0.000706,0.905,0.653,0.0471,133.995,4.0
2022-12-12 12:55,queniv,No Reply - Original mix,286740,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-12 12:58,Caterina Barbieri,Fantas Morbida,187863,3EmimXCpHQ9PW6FN0ajDeU,0.263,0.0642,7.0,-22.824,0.0,0.0359,0.995,0.918,0.107,0.322,165.638,1.0
2022-12-12 12:59,Caterina Barbieri,SOTRS,95085,2FlB3fJcGaohJORO93cNWv,0.338,0.314,4.0,-14.143,1.0,0.0336,0.579,0.817,0.109,0.0473,159.216,5.0
2022-12-12 12:59,Caterina Barbieri,Fantas for Electric Guitar,7711,6VPvK3peu3DJHZckeKsOhG,0.334,0.308,0.0,-14.12,0.0,0.032,0.883,0.823,0.0956,0.144,91.125,4.0
2022-12-12 13:02,Caterina Barbieri,Fantas Morbida,158947,3EmimXCpHQ9PW6FN0ajDeU,0.263,0.0642,7.0,-22.824,0.0,0.0359,0.995,0.918,0.107,0.322,165.638,1.0
2022-12-12 13:14,Caterina Barbieri,Fantas,713006,27VgR44LkXoJXnYVE9P5Tb,0.174,0.00131,2.0,-29.752,0.0,0.0458,0.867,0.787,0.105,0.0795,69.696,3.0
2022-12-12 13:14,Cristoph,Illusions,26319,70nUQ9n4i1jJiZLlo6OtR8,0.59,0.95,0.0,-5.656,0.0,0.0393,0.00103,0.00523,0.124,0.113,123.009,4.0
2022-12-12 13:15,Caso 63,T2E7 - Qué Harías por Amor,8397,ID not found,,,,,,,,,,,,
2022-12-12 13:15,Caso 63,T2E9 - Vuelo Recuperado,15501,ID not found,,,,,,,,,,,,
2022-12-12 13:27,Caso 63,T2E5 - El Buen Doctor,645901,ID not found,,,,,,,,,,,,
2022-12-12 13:44,Caso 63,T2E6 - Cómo Es el Futuro,992358,ID not found,,,,,,,,,,,,
2022-12-12 13:49,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-12 13:51,Caron,Reflection,68693,0gwSHCfLWtPLiztQCETqwY,0.692,0.667,7.0,-8.726,1.0,0.0461,0.000171,0.891,0.106,0.151,130.006,4.0
2022-12-12 13:57,Rico Casazza,Purplewave - No Moon Remix,391500,6PsbibN25Sxi6cXWGvXkNz,0.593,0.706,7.0,-9.265,1.0,0.0437,0.00778,0.897,0.43,0.0359,120.51,4.0
2022-12-12 14:01,Innere Tueren,Love Means To Capitulate,218402,6omkTg1EJbKgLM6nPpJzU8,0.385,0.607,7.0,-6.647,0.0,0.0332,0.000249,0.882,0.121,0.171,120.176,4.0
2022-12-12 14:04,Chris Imler,Country Club - Init Remix,13110,3QHZb1vDzqzeUedfC406yO,0.897,0.508,10.0,-8.927,0.0,0.0742,0.0152,0.779,0.0674,0.371,131.988,4.0
2022-12-12 14:04,Lawrence,Transitions - Carsten Jost Remix,172583,7Bc7pO3dBsxoTfmCAjs5l8,0.724,0.746,5.0,-13.296,1.0,0.0455,0.00963,0.929,0.0991,0.243,125.006,4.0
2022-12-12 14:10,Henry Saiz,Life Is…,376012,4jFONRL6anHLxUQmIwgmFL,0.228,0.689,6.0,-12.985,0.0,0.0382,0.00934,0.921,0.0936,0.0374,196.607,4.0
2022-12-12 14:12,Three Machines,Megalith - Radio Edit,120016,5UkAA5IvNGXHp0dhkAOrqd,0.719,0.647,10.0,-10.73,1.0,0.0647,0.286,0.915,0.198,0.125,119.994,4.0
2022-12-12 14:18,Psychedelic Budz,Faerie Stomp - Ludwig A.F.'s Haunted Mix,13003,6vku1Z5HgIzKYT7ypdqSXJ,0.775,0.865,6.0,-6.776,0.0,0.0502,0.116,0.916,0.17,0.243,133.993,4.0
2022-12-12 14:18,Darlyn Vlys,Return From Delta,270118,6sHrvHnh7ngeTOGZWNHmZs,0.59,0.607,6.0,-9.697,0.0,0.0479,0.0012,0.81,0.0979,0.146,121.981,4.0
2022-12-12 14:24,Perel,Tour De Perel,366014,5tNumjmHdJCvIo5fjRwAKO,0.654,0.462,2.0,-12.578,1.0,0.0435,0.0609,0.905,0.0825,0.0863,131.021,3.0
2022-12-12 14:34,&ME,The Day I Met You,11270,23Vx0ExUiYhE0VKxlw5W6t,0.732,0.465,4.0,-11.889,0.0,0.0711,0.00519,0.911,0.103,0.218,122.006,4.0
2022-12-12 14:34,Aril Brikha,Berghain,561993,4dN6YClb6xiJ1dm0Mynqlk,0.704,0.952,10.0,-6.66,0.0,0.0439,0.000142,0.901,0.209,0.55,125.004,4.0
2022-12-12 15:00,Perel,Jesus Was An Alien - Club Edit,471884,32tHbEp4DBS4AkTNvRUyQy,0.561,0.738,2.0,-9.656,1.0,0.0281,6.58e-05,0.125,0.405,0.23,123.012,4.0
2022-12-12 15:07,Entrópica,Formas,371113,7vAw49sXkEZJzrbd5gqfrd,0.743,0.564,0.0,-7.138,1.0,0.0371,0.405,0.283,0.0783,0.283,119.968,4.0
2022-12-12 15:10,&ME,Saving My Love - Palms Trax Remix,182333,0ZGFIsd5rhApwpPV9YqMjd,0.784,0.59,5.0,-8.906,0.0,0.0407,0.0948,0.00956,0.0765,0.795,124.983,4.0
2022-12-12 15:17,Henry Saiz,Life Is…,376012,4jFONRL6anHLxUQmIwgmFL,0.228,0.689,6.0,-12.985,0.0,0.0382,0.00934,0.921,0.0936,0.0374,196.607,4.0
2022-12-12 15:21,Three Machines,Megalith - Radio Edit,202000,5UkAA5IvNGXHp0dhkAOrqd,0.719,0.647,10.0,-10.73,1.0,0.0647,0.286,0.915,0.198,0.125,119.994,4.0
2022-12-12 15:24,Clarian,Absence - Original Mix,200324,082a7RI9Eb6a2BAB30bbAT,0.601,0.777,1.0,-10.86,1.0,0.038,0.223,0.808,0.11,0.428,120.005,4.0
2022-12-12 15:28,Marino Canal,Universa,242160,4AjsWMRTrgvO9eBpoNV4SL,0.572,0.645,1.0,-13.226,1.0,0.0419,0.00539,0.887,0.108,0.0913,123.767,5.0
2022-12-12 15:30,Darin Epsilon,In Harm's Way - Moonbootica Remix,117911,6r2hkLj9HkXxgYMavtIBt5,0.596,0.954,10.0,-7.437,1.0,0.0515,0.000664,0.812,0.0649,0.312,123.017,4.0
2022-12-12 15:31,Perel,Jesus Was An Alien - Club Edit,35297,32tHbEp4DBS4AkTNvRUyQy,0.561,0.738,2.0,-9.656,1.0,0.0281,6.58e-05,0.125,0.405,0.23,123.012,4.0
2022-12-12 15:39,Bertrand Burgalat,Aux cyclades électronique,466467,1X6zML8qDz6EAa0dOhKjIV,0.777,0.563,7.0,-9.942,0.0,0.039,0.487,0.845,0.187,0.747,111.001,4.0
2022-12-12 15:47,Grey Area,Avon Dub,488360,6QATZVdXIg1xpAt7qOdcJK,0.686,0.39,6.0,-12.834,0.0,0.0418,0.547,0.833,0.106,0.567,160.036,4.0
2022-12-12 15:52,Laurent Bardainne,"La vie, la vie, la vie",331080,6GvNU8Qfd1WSwjeoxlMjDV,0.762,0.724,10.0,-8.612,0.0,0.0684,0.437,0.0,0.125,0.79,93.955,4.0
2022-12-12 16:00,Arude,Under The Shadow,439024,3n9M01fFwHSbJcgAkTzZ4e,0.7,0.821,1.0,-8.659,1.0,0.0636,0.0756,0.859,0.112,0.217,123.998,4.0
2022-12-12 16:58,OIBAF&WALLEN,Future,134027,4skrVtt8gjBRGjPTTcZmXG,0.617,0.767,7.0,-8.488,1.0,0.0385,0.00105,0.913,0.113,0.093,124.995,4.0
2022-12-12 18:06,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-12 18:14,SW:SVN,Untitled A1 - Original Mix,500088,6H9d0IuVp9g2PTQano50Hn,0.767,0.707,0.0,-12.861,0.0,0.0693,0.0594,0.921,0.292,0.32,125.377,4.0
2022-12-12 18:27,Saint Petersburg Disco Spin Club,Simple Customers,652104,1PppkXp7Uc3ZvNjGoiK6eR,0.471,0.589,3.0,-8.829,0.0,0.0288,0.0307,0.884,0.196,0.211,60.005,4.0
2022-12-12 18:39,ASTRYD,Unlearn,151987,59c7BfRypKJ8kcu7vDLmuj,0.61,0.572,11.0,-13.636,0.0,0.0459,0.0709,0.804,0.0621,0.0385,132.015,4.0
2022-12-12 19:46,Saint Petersburg Disco Spin Club,Simple Customers,1005839,1PppkXp7Uc3ZvNjGoiK6eR,0.471,0.589,3.0,-8.829,0.0,0.0288,0.0307,0.884,0.196,0.211,60.005,4.0
2022-12-12 19:51,The Cure,All Cats Are Grey,300291,77ZCV4El9VuZPkJ604rQeR,0.557,0.523,9.0,-9.95,1.0,0.0276,0.0592,0.699,0.0682,0.467,110.747,4.0
2022-12-12 19:57,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-12 20:01,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-12 20:38,Caron,Reflection,32066,0gwSHCfLWtPLiztQCETqwY,0.692,0.667,7.0,-8.726,1.0,0.0461,0.000171,0.891,0.106,0.151,130.006,4.0
2022-12-13 00:16,Caterina Barbieri,Closest Approach to Your Orbit,7962,5EhHDLzW8TNaJ3wjF0T5qR,0.522,0.976,11.0,-7.386,0.0,0.123,0.483,0.854,0.358,0.787,190.938,1.0
2022-12-13 00:21,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-13 00:29,The Juan Maclean,Skies Open,467317,32aHAJOrYeMIYlTdhE2HWr,0.738,0.73,2.0,-10.261,1.0,0.0424,0.00308,0.878,0.0824,0.122,123.02,4.0
2022-12-13 00:34,Windows 96,Hypnosis,255477,4UqXmFpqSZM6y0gwbsA2iy,0.578,0.537,7.0,-12.013,0.0,0.0454,0.225,0.843,0.114,0.17,144.076,4.0
2022-12-13 00:39,Japanese Television,Beecage - Gabe Gurnsey Remix,324891,4xhIhWA8xx82lNYM1kKyRJ,0.614,0.769,11.0,-9.642,1.0,0.0517,0.0226,0.943,0.0788,0.628,113.982,4.0
2022-12-13 00:42,New Navy,Zimbabwe,187146,03MKHlBrwtkuTJ2kpAJ6JL,0.609,0.842,9.0,-5.423,0.0,0.0431,0.00526,0.000607,0.251,0.691,124.918,4.0
2022-12-13 00:46,Miss Caffeina,Gladiador,211906,2rQlMHdFBc13R8J4oxEWQt,0.699,0.682,0.0,-5.882,1.0,0.0356,0.000397,4.73e-06,0.46,0.64,119.986,4.0
2022-12-13 00:51,Batikan Tanrikulu,Invocation,306666,1cLqjw3JdUGH9F2jdwgG7z,0.621,0.821,1.0,-9.435,0.0,0.0471,0.000173,0.799,0.0711,0.174,126.016,4.0
2022-12-13 00:59,SW:SVN,Untitled A1 - Original Mix,500088,6H9d0IuVp9g2PTQano50Hn,0.767,0.707,0.0,-12.861,0.0,0.0693,0.0594,0.921,0.292,0.32,125.377,4.0
2022-12-13 01:03,The Outfield,All the Love in the World,212240,3sR4DlHGETLGfncj2PFqnI,0.601,0.714,4.0,-7.848,1.0,0.0392,0.0212,0.0,0.0881,0.645,128.21,4.0
2022-12-13 01:09,Zuma Dionys,Pyramids - Jean Vayat Remix,393182,3wVbvW2OetOLf7syrq6VLM,0.704,0.588,4.0,-10.261,1.0,0.0475,0.00854,0.829,0.0852,0.0444,104.995,4.0
2022-12-13 01:09,Jan Blomqvist,Drift - Eelke Kleijn Remix,2705,5qGFCBVDYEkK0ixbPkZAuL,0.627,0.715,10.0,-12.906,0.0,0.0431,0.0025,0.897,0.116,0.0501,123.979,4.0
2022-12-13 01:18,Magic Sound Fabric,Cosmic Consciousness,534920,48nHOOO8oONoiFa5CzUVUo,0.496,0.512,0.0,-15.338,0.0,0.0426,0.437,0.889,0.0749,0.125,180.032,4.0
2022-12-13 01:22,Gigi Masin,Anemone,244000,7gxtEyjXZNK5GBQL5Rc9o9,0.416,0.356,6.0,-21.345,0.0,0.0561,0.502,0.929,0.131,0.23,160.06,4.0
2022-12-13 01:29,Porcupine Tree,Arriving Somewhere But Not Here,423600,6gYx4SBZz99Lwn6V5iDll9,0.377,0.789,2.0,-5.032,0.0,0.0504,0.016,0.705,0.245,0.048,159.965,4.0
2022-12-13 01:29,Marvin & Guy,Superior Conjunction,1170,5K6bR3bOP1gitTiiK7BdA1,0.76,0.838,7.0,-9.897,1.0,0.043,0.00208,0.829,0.0958,0.0327,119.998,3.0
2022-12-13 01:34,Rico Casazza,Purplewave - No Moon Remix,289920,6PsbibN25Sxi6cXWGvXkNz,0.593,0.706,7.0,-9.265,1.0,0.0437,0.00778,0.897,0.43,0.0359,120.51,4.0
2022-12-13 01:41,ASTRYD,Unlearn,397666,59c7BfRypKJ8kcu7vDLmuj,0.61,0.572,11.0,-13.636,0.0,0.0459,0.0709,0.804,0.0621,0.0385,132.015,4.0
2022-12-13 01:45,Porter,Vaquero Galáctico,231640,3Y0I0uc7DA9wu3CQc5LZTG,0.374,0.514,0.0,-9.124,1.0,0.0345,0.251,8.68e-05,0.084,0.118,160.186,4.0
2022-12-13 02:30,Fernanda Abreu,Bidolibido - Vintage Culture & Shapeless Remix,38353,2H0nW0KJ28U40lsnQSil2Y,0.85,0.708,1.0,-6.742,1.0,0.116,0.00634,0.0897,0.0647,0.749,117.969,4.0
2022-12-13 02:36,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 02:42,TVA,Lost Knowledge - Redshape Remembered Mix,362982,5XnUr8wOFYgkhYOEWmXgmQ,0.584,0.696,5.0,-9.637,0.0,0.0346,0.0648,0.858,0.0862,0.184,124.997,4.0
2022-12-13 02:49,Caron,Reflection,126,0gwSHCfLWtPLiztQCETqwY,0.692,0.667,7.0,-8.726,1.0,0.0461,0.000171,0.891,0.106,0.151,130.006,4.0
2022-12-13 02:53,COMA,A-Train - Map.Ache Remix,20570,4A2xkWtyVEOjuTfc4Qj9Hb,0.777,0.551,9.0,-10.445,0.0,0.134,0.0133,0.868,0.0986,0.742,130.001,4.0
2022-12-13 03:03,SW:SVN,Untitled A1 - Original Mix,179,6H9d0IuVp9g2PTQano50Hn,0.767,0.707,0.0,-12.861,0.0,0.0693,0.0594,0.921,0.292,0.32,125.377,4.0
2022-12-13 03:03,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-13 03:09,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 04:08,queniv,No Reply - Original mix,178816,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-13 04:19,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 04:25,TVA,Lost Knowledge - Redshape Remembered Mix,362982,5XnUr8wOFYgkhYOEWmXgmQ,0.584,0.696,5.0,-9.637,0.0,0.0346,0.0648,0.858,0.0862,0.184,124.997,4.0
2022-12-13 04:28,COMA,A-Train - Map.Ache Remix,158590,4A2xkWtyVEOjuTfc4Qj9Hb,0.777,0.551,9.0,-10.445,0.0,0.134,0.0133,0.868,0.0986,0.742,130.001,4.0
2022-12-13 04:34,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 04:39,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-13 04:47,SW:SVN,Untitled A1 - Original Mix,500088,6H9d0IuVp9g2PTQano50Hn,0.767,0.707,0.0,-12.861,0.0,0.0693,0.0594,0.921,0.292,0.32,125.377,4.0
2022-12-13 16:24,Saint Petersburg Disco Spin Club,Simple Customers,191466,1PppkXp7Uc3ZvNjGoiK6eR,0.471,0.589,3.0,-8.829,0.0,0.0288,0.0307,0.884,0.196,0.211,60.005,4.0
2022-12-13 16:30,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 16:35,queniv,No Reply - Original mix,301500,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-13 17:29,SW:SVN,Untitled A1 - Original Mix,423254,6H9d0IuVp9g2PTQano50Hn,0.767,0.707,0.0,-12.861,0.0,0.0693,0.0594,0.921,0.292,0.32,125.377,4.0
2022-12-13 17:31,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 17:35,queniv,No Reply - Original mix,42190,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-13 17:38,Hypnagog,Temporal Flux - Original Mix,47464,5aaZhsi3EjO11D05j2jSRJ,0.604,0.666,1.0,-8.677,1.0,0.0692,0.000118,0.853,0.449,0.282,130.009,4.0
2022-12-13 17:50,Hypnagog,Temporal Flux - Original Mix,453516,5aaZhsi3EjO11D05j2jSRJ,0.604,0.666,1.0,-8.677,1.0,0.0692,0.000118,0.853,0.449,0.282,130.009,4.0
2022-12-13 18:40,Hypnagog,Folded Wave - Recursive Mix,79070,6WZ1QRNR2ykCIezHSZG5LT,0.763,0.825,11.0,-7.709,0.0,0.0496,0.00388,0.829,0.253,0.211,130.005,4.0
2022-12-13 18:46,TVA,Voices In My Head - Lake People Remix,374305,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 19:03,queniv,No Reply - Original mix,297814,5geCqRg2b93SuYwcab5a6B,0.792,0.722,7.0,-10.202,1.0,0.0513,0.206,0.862,0.116,0.238,123.007,4.0
2022-12-13 19:08,Folamour,Alive,270082,2DYFxnCylg9w08UNLG5qTr,0.683,0.668,7.0,-9.539,0.0,0.0399,0.00917,0.784,0.0626,0.389,124.995,4.0
2022-12-13 19:11,Mild Minds,FORMATIONS,177089,2ukssbQow0czoLu12PmD15,0.526,0.728,4.0,-8.443,0.0,0.0969,0.361,0.094,0.0984,0.0931,105.78,4.0
2022-12-13 19:17,DJ Seinfeld,Tell Me One More Time - Mona Yim Remix,199110,6eHm8kpxPwQfYhaZ6FbVvY,0.784,0.663,5.0,-11.387,0.0,0.0398,0.0588,0.889,0.136,0.145,124.019,4.0
2022-12-13 19:23,Did Virgo,Coronacid - She Teiks Remix,376585,2riiwJW2sHcums7BLDzg0v,0.75,0.975,8.0,-5.824,0.0,0.0405,0.000655,0.701,0.0719,0.158,123.012,4.0
2022-12-13 20:13,Hypnagog,Temporal Flux - Original Mix,2234,5aaZhsi3EjO11D05j2jSRJ,0.604,0.666,1.0,-8.677,1.0,0.0692,0.000118,0.853,0.449,0.282,130.009,4.0
2022-12-13 21:10,TVA,Voices In My Head - Lake People Remix,17497,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 22:29,TVA,Voices In My Head - Lake People Remix,7450,71gdpeLPhbQb3aGXzKfCkn,0.641,0.695,11.0,-8.161,0.0,0.0304,0.000938,0.856,0.105,0.492,123.957,4.0
2022-12-13 22:39,Caterina Barbieri,Fantas,631606,27VgR44LkXoJXnYVE9P5Tb,0.174,0.00131,2.0,-29.752,0.0,0.0458,0.867,0.787,0.105,0.0795,69.696,3.0
2022-12-13 22:40,Cristoph,Illusions,28203,70nUQ9n4i1jJiZLlo6OtR8,0.59,0.95,0.0,-5.656,0.0,0.0393,0.00103,0.00523,0.124,0.113,123.009,4.0
2022-12-13 22:46,Carbon Based Lifeforms,Accede,343606,1j7fq3bwLM63RMFvceb2Fm,0.49,0.524,0.0,-13.911,1.0,0.0357,0.729,0.896,0.0803,0.0929,94.986,4.0
2022-12-13 23:26,Carbon Based Lifeforms,Mos 6581,238468,79696GnNTAold64Fw8xKmr,0.673,0.578,7.0,-12.611,1.0,0.0371,0.0987,0.815,0.113,0.0385,110.996,4.0
2022-12-14 00:22,Carbon Based Lifeforms,Mos 6581,202757,79696GnNTAold64Fw8xKmr,0.673,0.578,7.0,-12.611,1.0,0.0371,0.0987,0.815,0.113,0.0385,110.996,4.0
2022-12-14 00:25,Marcel Dettmann,Coral,144684,5teTLItF1HQxveRZhwz3Ml,0.129,0.0896,0.0,-20.528,1.0,0.0369,0.733,0.907,0.11,0.0305,75.359,3.0
2022-12-14 00:30,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-14 00:56,Caron,Reflection,110697,0gwSHCfLWtPLiztQCETqwY,0.692,0.667,7.0,-8.726,1.0,0.0461,0.000171,0.891,0.106,0.151,130.006,4.0
2022-12-14 01:02,Mzylkypop,Ursula In (Bent Crooked 1) - Edit,326837,2Jy3R6tEqxq1V4iMtBfLxI,0.78,0.741,11.0,-8.336,0.0,0.0518,0.194,0.743,0.107,0.111,121.94,4.0
2022-12-14 01:07,Caron,Reflection,289877,0gwSHCfLWtPLiztQCETqwY,0.692,0.667,7.0,-8.726,1.0,0.0461,0.000171,0.891,0.106,0.151,130.006,4.0
2022-12-14 01:07,James Shinra,Anxsrv,22762,5QRG1sbe5Om9sKtwHxX6UT,0.71,0.935,2.0,-8.276,1.0,0.0493,0.000375,0.847,0.107,0.701,133.996,4.0
2022-12-14 01:28,Rico Casazza,Purplewave - No Moon Remix,277665,6PsbibN25Sxi6cXWGvXkNz,0.593,0.706,7.0,-9.265,1.0,0.0437,0.00778,0.897,0.43,0.0359,120.51,4.0
2022-12-14 01:28,Innere Tueren,Love Means To Capitulate,12938,6omkTg1EJbKgLM6nPpJzU8,0.385,0.607,7.0,-6.647,0.0,0.0332,0.000249,0.882,0.121,0.171,120.176,4.0
2022-12-14 02:01,Perel,Jesus Was An Alien - Club Edit,260713,32tHbEp4DBS4AkTNvRUyQy,0.561,0.738,2.0,-9.656,1.0,0.0281,6.58e-05,0.125,0.405,0.23,123.012,4.0
